"filter_id","filter","taxonomic_level","feature_id","exclusive_type","feature_reads","feature_read_pct","participant_prevalence"
"no_filter","No additional filter","ASV","ee974b4d7e49cc84bc2a7503e47d54f0","Type 1",23,0.00271498874460101,1
"no_filter","No additional filter","ASV","4f9310d5cd6c6c183b8879af83ceea5f","Type 1",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","31e27b5dd55ade850670ca96d01f95d9","Type 1",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","074002d52e5c30afc4b32f2ef5a3ce66","Type 1",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","f876aca38d2dbd1e06594034ea45d23b","Type 1",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","3699c22f10bb63d92601b1e33fba4f00","Type 1",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","0381f8bec09746f00964e51bf88c30d6","Type 1",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","34ce2d1fda8aba78d83daa5247f6e2eb","Type 4",15,0.00177064483343544,1
"no_filter","No additional filter","ASV","54b9296ba8ba4237a291fae063ce7d3f","Type 4",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","1e09290bbd9bd8af0fb9974c671ba38c","Type 5",10,0.00118042988895696,1
"no_filter","No additional filter","ASV","2fca689722d227e5d2459fbf09056b96","Type 5",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","9b646d7521c7c35f6fae390cb5064731","Type 1",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","ece73bf9e4f16db15c0adc85d16f5563","Type 2",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","18c0b15858473625cb6d8a3595bb827e","Type 3",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","9ea4485f2cee6635d12db81b107c8ef2","Type 4",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","53fc93dac42e393533fe2e8e0af269be","Type 1",16,0.00188868782233114,1
"no_filter","No additional filter","ASV","aac52aa2242f042516bcf9791bac3769","Type 1",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","46265de60a20696f1c942a807612d0f8","Type 5",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","92ef5aa7f36bb0b9cf750b09c0911286","Type 3",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","10338681707ca5771140ff6bd4937dd3","Type 2",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","668ddc46cdbec2642f49fddde18308d2","Type 4",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","49e813348c65c7235cb09451648467d0","Type 2",21,0.00247890276680962,1
"no_filter","No additional filter","ASV","73a750d3b2a6e91e041ef166875e1804","Type 4",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","1244b52e57b08f9ae61d0b38954e4718","Type 5",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","e9c85a01732ae6a154caec2f4240496f","Type 5",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","a0a860ac77f1ad13600841fef376d52d","Type 5",44,0.00519389151141063,1
"no_filter","No additional filter","ASV","00f6af75fbc30c2fa1f0150a044947e1","Type 5",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","09ed165468f25527338e6090cdb7c162","Type 3",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","afb8acb617b8019f87e7137ec4144de5","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","5f7df5fb71b13a2ab5c83c9072ea7f2b","Type 1",2,0.000236085977791392,1
"no_filter","No additional filter","ASV","ffff37bf6e2908190b8b8665d55992c5","Type 3",2,0.000236085977791392,1
"no_filter","No additional filter","ASV","6d14cfb6da0fc9a4e9ea96d08ae0e079","Type 5",94,0.0110960409561954,1
"no_filter","No additional filter","ASV","86a06b58ab42d89224e34bbe11e2fa0b","Type 5",88,0.0103877830228213,1
"no_filter","No additional filter","ASV","92b44739c956b7f3946b176b16c3a376","Type 5",52,0.00613823542257619,1
"no_filter","No additional filter","ASV","94037073e80ac57b83c2796d57daf524","Type 4",54,0.00637432140036759,1
"no_filter","No additional filter","ASV","688c187c313cad335eebd97a15430f10","Type 5",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","9c30c44d4987b64b2049eee6b3e27e13","Type 5",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","89b4edcf0f4cada56a400b58769bbb8b","Type 1",38,0.00448563357803645,1
"no_filter","No additional filter","ASV","a5f45560a466535f3f2e4f2093831a7a","Type 2",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","95d8bfbf6637d3eb960e54e19437af26","Type 1",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","7d5a16cbda1db15c71bc8207dccadac0","Type 1",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","c94267c4bd006e212904bbf0c7b6b90c","Type 4",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","587f91403ddb7644fd93372f64018a00","Type 3",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","911678ab9aec829de33bc98f1e103a35","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","662534e2eabca555beeeeb4da3e5176a","Type 4",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","249890cafb7ca4e895a3f272d0ed04e2","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","95ec2e8d832951480245ecc2d16157e4","Type 3",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","e8a982d893c071c22434b8c9bdcaa162","Type 2",28,0.00330520368907949,1
"no_filter","No additional filter","ASV","82e8fc4d3afec356107df3637c36de02","Type 5",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","a4ef26785e961b55a96c70380e5cbe6b","Type 4",24,0.0028330317334967,1
"no_filter","No additional filter","ASV","f10b2717caaf5231248ae044349b0927","Type 3",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","f86053770615e8c2bed9d08c8218914b","Type 3",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","0246880f263e5f9d050691d5c089a905","Type 3",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","f56193885befb53daefd2f32fac2fd5a","Type 2",13,0.00153455885564405,1
"no_filter","No additional filter","ASV","fd06b5bd8feab452ba90c4c2eb3729ac","Type 4",108,0.0127486428007352,1
"no_filter","No additional filter","ASV","2e728bead79d32a1b0788c8f2d3d8420","Type 2",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","963569a5bb9a8b1e06a8096993b64a24","Type 2",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","5cbed13e671ef6879845c96f0efcfcae","Type 3",10,0.00118042988895696,1
"no_filter","No additional filter","ASV","0f46f47de67d1eb939d1ff8170884624","Type 3",2,0.000236085977791392,1
"no_filter","No additional filter","ASV","34085f1836e0fbc2e8a1843a65e93757","Type 1",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","c67f047c0ed1a8beade5ac9b982881e5","Type 1",15,0.00177064483343544,1
"no_filter","No additional filter","ASV","92201a0da9fc3ee6db6f359cdc9ae158","Type 2",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","2e9cafa6d587316096144e3d099fb30a","Type 2",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","ca9f4bee4554e862e06ba4c488055776","Type 5",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","a0cd40d7714e666b1d764840b3cdf319","Type 1",18,0.00212477380012253,1
"no_filter","No additional filter","ASV","76f5c1687759e26c693a6f539fe2009d","Type 3",15,0.00177064483343544,1
"no_filter","No additional filter","ASV","f7c6068b3dede3a9d48719319aa5cc1e","Type 5",47,0.00554802047809771,1
"no_filter","No additional filter","ASV","fc754cb1fe3f0d2b6fc08490db74c1b1","Type 2",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","5fcd25c5316edfee6678d51102ad3dcd","Type 2",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","7b789ab34a526249c04870ec1e3b14fb","Type 1",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","45836af8f065528469aed82933281704","Type 5",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","858a3201b3fc82d96e1a176f1914717b","Type 4",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","f3c9c6e5208843a0daef9a69261ee36b","Type 5",24,0.0028330317334967,1
"no_filter","No additional filter","ASV","9a632852f5d6fc1f4b29ba0db706c53a","Type 4",24,0.0028330317334967,1
"no_filter","No additional filter","ASV","ce67fc512d59368dd4f9fcf5161dbc21","Type 2",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","27325c30c47914898ef234447825ab83","Type 1",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","ef2bcbf9385cc59f033ba0052b22402d","Type 2",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","f6114ab5f519271d0cf80490aa5152f6","Type 1",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","4d4a7c0586b32efe9880c752708d6d46","Type 1",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","ba2be28178b8f7de95dd79f3b8bf3119","Type 3",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","9d41acf39c882f577ee77ec6c66796c1","Type 4",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","69ff34f58e584c0b1b02a7bcfdf855fd","Type 2",15,0.00177064483343544,1
"no_filter","No additional filter","ASV","b15df828ee156e7ec0ff6300f38222e0","Type 2",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","ead8debc6cea3253c353ef127ad1118f","Type 2",2,0.000236085977791392,1
"no_filter","No additional filter","ASV","9ed664f530126e46eeb9cc4dfd5b3b84","Type 1",10,0.00118042988895696,1
"no_filter","No additional filter","ASV","a558837bec7a8cc1867e45101b9bc7db","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","bbf9701d11f99ba22b59aca793ec3768","Type 3",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","8637f7159567d7bfd9450413bb4179a2","Type 3",18,0.00212477380012253,1
"no_filter","No additional filter","ASV","be102a29264374176f6312d177b6d6cd","Type 2",24,0.0028330317334967,1
"no_filter","No additional filter","ASV","e0d57b1a5e59d57d24560ea8ef310b24","Type 1",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","34e857a3e2f2e0e875729ece39028a4d","Type 1",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","6ecd5dc263a525a429f3ace47e327c8c","Type 3",39,0.00460367656693215,1
"no_filter","No additional filter","ASV","d04774ec0ad626b2f528a513ef76e16e","Type 3",18,0.00212477380012253,1
"no_filter","No additional filter","ASV","08ca9e820f412ea7921f8cff9d4158b5","Type 4",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","352450b2dc617be6678eb4630d543f1f","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","6a2d4c10a0058ed3cafcd7694a5a6878","Type 3",2,0.000236085977791392,1
"no_filter","No additional filter","ASV","7b124b5d33ebb82ab9370be8f0af52a9","Type 1",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","105d6cecdd70ebf3ef052b8692ea9774","Type 3",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","7315dea030ebc0c0d2758a3b7aebd3cd","Type 3",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","64f021e37aa9091a78fd76a4289ac54b","Type 1",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","8b6f8757dcb356592ffba81e1e0debfc","Type 1",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","7526a2c95c696fd8ca937ccd68bd2fcd","Type 3",21,0.00247890276680962,1
"no_filter","No additional filter","ASV","f4699a19fdee63d61a6caf46f5ecc390","Type 1",16,0.00188868782233114,1
"no_filter","No additional filter","ASV","89cf28578ed71f28a33336fb3002e0b2","Type 1",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","bb1eb107d0a61c6060bbaf6966cf0f61","Type 4",22,0.00259694575570531,1
"no_filter","No additional filter","ASV","e9d385c8ecf184565a1afbe98be3990a","Type 2",10,0.00118042988895696,1
"no_filter","No additional filter","ASV","263fefc8e16acfee860dfd87afde222a","Type 3",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","54ed0bef0f04b6f1412ad2202e721da9","Type 5",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","ea6e2a0954e19c543f780f4200b9beb0","Type 4",80,0.00944343911165568,1
"no_filter","No additional filter","ASV","1fa99b04da479b99f34a7a79ee840840","Type 3",10,0.00118042988895696,1
"no_filter","No additional filter","ASV","809fe7ebc5cf81685b4d892d4ee81dc4","Type 4",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","be8ca1b65b651c1c2e1bd0342ff2858a","Type 1",33,0.00389541863355797,1
"no_filter","No additional filter","ASV","ca72d1846c3120018243565d958062b1","Type 1",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","8e87521a820f0ca80e3a5539e826fe4d","Type 2",32,0.00377737564466227,1
"no_filter","No additional filter","ASV","e8db59aad496e7ea6f56be95b50561d9","Type 3",28,0.00330520368907949,1
"no_filter","No additional filter","ASV","872a53c26c6e69e1014bcdb6477b32c6","Type 1",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","ea338a832ca95b9fa4af5f51171dfdcd","Type 5",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","ac885b8716416b7e6b222fa583c4d9bc","Type 5",32,0.00377737564466227,1
"no_filter","No additional filter","ASV","43c5eca790dfbfe69c27956cbd913c6e","Type 3",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","6a6612ea89b0909f6c6e962f257c68ee","Type 3",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","60b6e7577b8e4fb1660d73b5f93ec07b","Type 3",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","4b82c29e0f21cec384ca1f65861bca75","Type 1",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","15287379f901b0787b04f6432a2f8bcf","Type 3",36,0.00424954760024506,1
"no_filter","No additional filter","ASV","d020dc39243a2147b425915929fe6206","Type 3",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","381a3e4feaa515626948da880342e910","Type 5",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","82f63b24bb472e877b421b4d57b0adb7","Type 2",27,0.00318716070018379,1
"no_filter","No additional filter","ASV","d8123e3efcf0d3a797b395b1d7c65d48","Type 1",32,0.00377737564466227,1
"no_filter","No additional filter","ASV","1ee82c805bf01f801b44485c9187ccdf","Type 1",28,0.00330520368907949,1
"no_filter","No additional filter","ASV","ab21968769fce8fd83ac32c4c2d98df3","Type 2",35,0.00413150461134936,1
"no_filter","No additional filter","ASV","48ef97a59348879746a89b80d1593b15","Type 4",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","8e2e8ae0072116b8851d8f784135711c","Type 2",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","bd559716e3bf152a62fbcbfc0a0cc1a2","Type 3",21,0.00247890276680962,1
"no_filter","No additional filter","ASV","1a33ed79a9c8e83630551bde1a575306","Type 3",18,0.00212477380012253,1
"no_filter","No additional filter","ASV","b0fe4620dfa192867543b0391db708e7","Type 1",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","f29663234ac6a84dbb2378af48ad7927","Type 5",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","605498fd33deaba7f4b923afd4d50234","Type 2",30,0.00354128966687088,1
"no_filter","No additional filter","ASV","dee51dc122d97706cd45e35ed0343dcc","Type 2",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","ca64044e47e001388ad364eee1d6c8ac","Type 5",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","32e1fa4e27ea7b63b19d925d4d800cff","Type 4",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","c5b6f5ec238ff5ce6317a8c2e1fec6ef","Type 4",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","17ecb4806fdf95de88a001507b95851b","Type 5",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","545e02d32bf168637a36e7689eb58894","Type 2",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","04dacc0bef145ff51f0678f559c6587f","Type 3",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","029c76efcff7044afc7a4d56e859c483","Type 2",15,0.00177064483343544,1
"no_filter","No additional filter","ASV","60fceb847341fe2d66b66ed77be36cc5","Type 4",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","bcf6e3ac97a45dc8c454f193b6ead055","Type 3",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","704ec5c71a4dcf69af39f440e796b6a7","Type 4",23,0.00271498874460101,1
"no_filter","No additional filter","ASV","9a8c1d47b27b348d020dba894d2fadc4","Type 3",33,0.00389541863355797,1
"no_filter","No additional filter","ASV","05fca37ecccd748bbd5f890e103fe064","Type 3",15,0.00177064483343544,1
"no_filter","No additional filter","ASV","18905163f64e0e1b72929d15301400a9","Type 1",38,0.00448563357803645,1
"no_filter","No additional filter","ASV","c86620f71264f85026aec7d80edfdfa3","Type 5",13,0.00153455885564405,1
"no_filter","No additional filter","ASV","e4fe773517284737f6ea24d33053eca9","Type 3",37,0.00436759058914075,1
"no_filter","No additional filter","ASV","df44111a770b5aff2adb4b6a4ad4d970","Type 4",21,0.00247890276680962,1
"no_filter","No additional filter","ASV","9116466c11ca60f87d14d9bad38e5fbc","Type 2",2,0.000236085977791392,1
"no_filter","No additional filter","ASV","ff9905ba584cbb2d6b227068c564774b","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","e4c40c43c5710d384a07c987ab71574e","Type 1",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","2a1c8e1b3ea9419b4c896b257a26f73a","Type 1",27,0.00318716070018379,1
"no_filter","No additional filter","ASV","414bfae9378a1bfc0d79b16b675a5f37","Type 3",26,0.0030691177112881,1
"no_filter","No additional filter","ASV","fba3b67040499f2ea408dacb0f4127b8","Type 4",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","cbf7363f07bf1590bed3e57d18c59c8f","Type 1",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","5df9b67d322be2837d4404a3550a9464","Type 3",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","cd6818519b8738b569438b0337fc5fcb","Type 1",4,0.000472171955582784,1
"no_filter","No additional filter","ASV","e783f62298db39dafd6395113d1a1aac","Type 2",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","d5ee8fb237c3ac979986e551500506f4","Type 2",35,0.00413150461134936,1
"no_filter","No additional filter","ASV","be9a3278a031cf9255e4bcb5e014dd27","Type 3",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","61e8c9aa8af06abe1ba4bd8e16b2c0cd","Type 3",18,0.00212477380012253,1
"no_filter","No additional filter","ASV","653031199ed0ae5648c816429d97b622","Type 2",13,0.00153455885564405,1
"no_filter","No additional filter","ASV","6a50b2c0029ed28caf25313960e5befa","Type 3",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","048f4634b52d147dc183cae3a575e29c","Type 1",23,0.00271498874460101,1
"no_filter","No additional filter","ASV","796955b548bf9d0c0bbd355466a48568","Type 1",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","cd75e2e81b81e0d4619b75a844c93946","Type 4",30,0.00354128966687088,1
"no_filter","No additional filter","ASV","bb18bc9335c48da9de43074e613edc9f","Type 2",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","20d75890ee83f1dc28af464610366daf","Type 5",25,0.0029510747223924,1
"no_filter","No additional filter","ASV","bd70ff86d44ce073392ba44cc682ed77","Type 1",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","25b44bf5f82a916683e7f381a2acad4d","Type 3",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","406d362cac872c8bd9619cf741368304","Type 1",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","6bb612d313062e2f1f0ef2b5f6ca5478","Type 1",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","c8a6218790712b8c08f605b865c6e497","Type 1",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","58dee1d98d22c2f622c9d3fa586c2e4e","Type 3",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","451395a98eafed02c6a24f3dafbaa13d","Type 2",8,0.000944343911165568,1
"no_filter","No additional filter","ASV","a13dce895add088f18d0e430280854b1","Type 4",81,0.00956148210055138,1
"no_filter","No additional filter","ASV","b8f3a13c9cc30a48a4a180b2652d7da5","Type 3",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","ca98c2f71fa7860e8be3b69cc0e6c6c1","Type 3",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","054a3d89b18fe9efb721eae0b64f969b","Type 5",20,0.00236085977791392,1
"no_filter","No additional filter","ASV","7eec12da6222538ec66ac1a2888d6aa8","Type 5",20,0.00236085977791392,1
"no_filter","No additional filter","ASV","6726658e6ed1b518f3cdae63d51007c1","Type 2",14,0.00165260184453974,1
"no_filter","No additional filter","ASV","18ceb20f4a0682ada2a5849583d8a6eb","Type 1",31,0.00365933265576658,1
"no_filter","No additional filter","ASV","8b9e29f5765766ac33b2527c18d32b7c","Type 3",17,0.00200673081122683,1
"no_filter","No additional filter","ASV","5209b834a95dfd74256ec5c407d9db7f","Type 1",9,0.00106238690006126,1
"no_filter","No additional filter","ASV","b55b0efc0da8f7009505a40d6b04c82f","Type 3",27,0.00318716070018379,1
"no_filter","No additional filter","ASV","26d0a0cd5158b1bd403a1da61b616ec3","Type 3",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","d5a4ec4339c4955f94811de7690ef425","Type 1",10,0.00118042988895696,1
"no_filter","No additional filter","ASV","71c05ef4f89bfda417762c6a3a199da5","Type 2",13,0.00153455885564405,1
"no_filter","No additional filter","ASV","c70da99b564b8891f929a4eae3dd9a8c","Type 1",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","e6859f59dc65a27e30f6a546676c36cc","Type 5",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","fa687d1012e19841b62a4679e2a437e5","Type 3",3,0.000354128966687088,1
"no_filter","No additional filter","ASV","75db1f48ddfc533dd67d12d70f3a5beb","Type 3",6,0.000708257933374176,1
"no_filter","No additional filter","ASV","35a00bfbab576eb2b19f3b0a044f41f2","Type 5",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","9063b20dfbc335a7dd53dd5b67d59597","Type 5",1,0.000118042988895696,1
"no_filter","No additional filter","ASV","73948445c2534487d73c1402eb9ca852","Type 3",45,0.00531193450030632,1
"no_filter","No additional filter","ASV","247d602f05f66004cc0ed1b3836024b1","Type 4",11,0.00129847287785266,1
"no_filter","No additional filter","ASV","777af065fba986b3744a73d72c79c51d","Type 4",21,0.00247890276680962,1
"no_filter","No additional filter","ASV","d4fba5d04794b4e6f50942386dd560c9","Type 5",7,0.000826300922269872,1
"no_filter","No additional filter","ASV","e7b34c409013003481efa65b7f7e3b93","Type 1",12,0.00141651586674835,1
"no_filter","No additional filter","ASV","5de75a73be3109110266de0a2c4b48d4","Type 2",5,0.00059021494447848,1
"no_filter","No additional filter","ASV","4ccb80d22b44ab5e9b9046f98977d7bc","Type 2",2,0.000236085977791392,1
